carType,color,condition,currency,drive,city,country,make,manufacture_year,mileage,mileage_unit,model,model_variant,price_on_request,type,zip,manufacture_month,fuel_consumption_unit
Coupé,gray met.,,,,Zuzwil,,Mercedes-benz,,100.0,kilometer,Clk 430,CLK 430 Elégance,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Bmw,,93000.0,kilometer,540,540i,false,car,,,l_km_consumption
Cabriolet,black,,,,Zuzwil,,Mercedes-benz,,49000.0,kilometer,Sl 55 amg,SL 55 AMG,false,car,,,l_km_consumption
Limousine,anthrazit met.,,,,Zuzwil,,Mercedes-benz,,120900.0,kilometer,Cls 500,CLS 500,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Mercedes-benz,,156800.0,kilometer,Sl 320,SL 320,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Zuzwil,,Mercedes-benz,,41000.0,kilometer,Sl 55 amg,SL 55 AMG,false,car,,,l_km_consumption
Cabriolet,gray met.,,,,Zuzwil,,Porsche,,51000.0,kilometer,Boxster,Boxster S 3.2,false,car,,,l_km_consumption
Coupé,green met.,,,,Zuzwil,,Bmw,,128600.0,kilometer,633,CSI A,false,car,,,
Cabriolet,red,,,,Zuzwil,,Porsche,,73200.0,kilometer,Boxster,Boxster 2.5,false,car,,,l_km_consumption
Kombi,black met.,,,,Zuzwil,,Audi,,6000.0,kilometer,Rs6,RS6 Avant 4.0 TFSI V8 qu,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,123400.0,kilometer,Slk 32 amg,SLK 32 AMG,false,car,,,l_km_consumption
Cabriolet,blue,,,,Zuzwil,,Mercedes-benz,,37000.0,kilometer,Sl 600,SL 600,false,car,,,
Coupé,silver,,,,Zuzwil,,Porsche,,35100.0,kilometer,911,911 Carrera 4,false,car,,,l_km_consumption
Coupé,silver,,,,Zuzwil,,Renault,,78000.0,kilometer,Alpine,Alpine A310 V6 VFA-2700 VAA,false,car,,,
Kombi,gray met.,,,,Zuzwil,,Audi,,93500.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Porsche,,74100.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Coupé,red,,,,Zuzwil,,Porsche,,96000.0,kilometer,911,911 Carrera 4 Ruf Turbo BTR 2 420 PS,false,car,,,
Kombi,red,,,,Zuzwil,,Volvo,,83000.0,kilometer,V70,V70 2.4T,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Trabant,,999.0,kilometer,,1300S Trabusa,false,car,,,
Kombi,black met.,,,,Safenwil,,Aston martin,,39000.0,kilometer,Lagonda,Shooting Brake,false,car,,,
Limousine,black met.,,,,Zuzwil,,Bmw-alpina,,19100.0,kilometer,5 series,B5 BiTurbo 4.4 V8,false,car,,,l_km_consumption
Limousine,white met.,,,,Zuzwil,,Bmw,,39700.0,kilometer,M5,M5,false,car,,,l_km_consumption
SUV / Geländewagen,gray,,,,Zuzwil,,Porsche,,28000.0,kilometer,Cayenne,Cayenne Turbo,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Bmw,,62000.0,kilometer,730,730d,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Bentley,,142000.0,kilometer,Continental,Continental GT 6.0,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Mercedes-benz,,25300.0,kilometer,Cls 350,CLS 350 CGI,false,car,,,l_km_consumption
Cabriolet,white met.,,,,Zuzwil,,Mercedes-benz,,81000.0,kilometer,Sl 55 amg,SL 55 AMG,false,car,,,l_km_consumption
Limousine,anthrazit met.,,,,Zuzwil,,Bentley,,112500.0,kilometer,Turbo,Turbo R,false,car,,,
Limousine,black met.,,,,Zuzwil,,Rolls-royce,,99300.0,kilometer,Silver spirit,Mk. I,false,car,,,
Cabriolet,yellow,,,,Zuzwil,,Porsche,,96000.0,kilometer,911,Targa,false,car,,,
Kombi,black met.,,,,Zuzwil,,Audi,,38500.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,20500.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
Coupé,blue,,,,Zuzwil,,Renault,,60000.0,kilometer,Alpine a110,1600 SX,false,car,,,
Coupé,black met.,,,,Zuzwil,,Lamborghini,,13500.0,kilometer,Murciélago,Murciélago 6.2 Coupé,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Ferrari,,12000.0,kilometer,F12,F12 Berlinetta,false,car,,,l_km_consumption
Limousine,yellow,,,,Zuzwil,,Bmw,,3000.0,kilometer,M5,M5,false,car,,,l_km_consumption
Kombi,gray met.,,,,Zuzwil,,Audi,,36700.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Cabriolet,green met.,,,,Zuzwil,,Bentley,,15000.0,kilometer,Continental,Continental Supersports Conv.,false,car,,,l_km_consumption
Cabriolet,red,,,,Zuzwil,,Porsche,,14400.0,kilometer,911,911 Turbo Cabrio,false,car,,,l_km_consumption
Coupé,blue,,,,Zuzwil,,Renault,,108000.0,kilometer,Alpine,Alpine A310 V6,false,car,,,
Limousine,silver met.,,,,Zuzwil,,Audi,,35100.0,kilometer,A8,A8 4.2 quattro,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Lamborghini,,55000.0,kilometer,Diablo,Diablo 5.7,false,car,,,
Cabriolet,silver met.,,,,Zuzwil,,Rolls-royce,,38000.0,kilometer,Corniche,Corniche,false,car,,,l_km_consumption
Limousine,violet met.,,,,Zuzwil,,Mercedes-benz,,67400.0,kilometer,E 50 amg,E 50 AMG Avantgarde,false,car,,,l_km_consumption
Kleinwagen,gold met.,,,,Zuzwil,,Renault,,59900.0,kilometer,R5,R5 Turbo 2,false,car,,,
Coupé,black met.,,,,Zuzwil,,Lamborghini,,42000.0,kilometer,Gallardo,Gallardo Superleggera,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Bmw,,125900.0,kilometer,525,525i,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Bmw,,69800.0,kilometer,328,328i Coupé,false,car,,,l_km_consumption
Coupé,violet met.,,,,Porrentruy,,Lamborghini,,44500.0,kilometer,Diablo,Diablo 5.7 SV,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Mercedes-benz,,68800.0,kilometer,S 65 amg,S 65 AMG L,false,car,,,l_km_consumption
Kombi,blue met.,,,,Zuzwil,,Audi,,46000.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Cabriolet,bordeaux met.,,,,Zuzwil,,Mercedes-benz,,63600.0,kilometer,Sl 300,SL 300,false,car,,,
Coupé,anthrazit met.,,,,Sursee,,Bugatti,,20000.0,kilometer,,Veyron 16.4,false,car,,,
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,13900.0,kilometer,Sl 600,SL 600,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Nissan,,15000.0,kilometer,Skyline,Rennwagen,false,car,,,
Cabriolet,black met.,,,,Zuzwil,,Jaguar,,49500.0,kilometer,Xk,XKR 5.0 V8 SC,false,car,,,l_km_consumption
,black met.,,,,Zuzwil,,Harley-davidson,,100.0,kilometer,,HPU Hurricane TC,false,car,,,
Coupé,silver met.,,,,Zuzwil,,Porsche,,60500.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Lamborghini,,18000.0,kilometer,Gallardo,Gallardo LP570-4 Coupé SL,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Mercedes-benz,,130000.0,kilometer,S 65 amg,S 65 AMG L,false,car,,,l_km_consumption
Coupé,green,,,,Zuzwil,,Ferrari,,34000.0,kilometer,348,348 tb,false,car,,,
Kombi,anthrazit met.,,,,Zuzwil,,Audi,,27900.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Cabriolet,gray,,,,Zuzwil,,Ferrari,,16600.0,kilometer,F360,F360 Spider,false,car,,,l_km_consumption
Coupé,green,,,,Zuzwil,,Mercedes-benz,,88500.0,kilometer,S 600,S 600,false,car,,,
Coupé,red,,,,Zuzwil,,Porsche,,29000.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Mercedes-benz,,7400.0,kilometer,E 63 amg,E 63 AMG,false,car,,,l_km_consumption
Coupé,black met.,,,,St. Gallen,,Lamborghini,,1700.0,kilometer,Gallardo,GallardoLP570-4CpéTecnica,false,car,,,l_km_consumption
Kombi,black met.,,,,Zuzwil,,Bmw,,162000.0,kilometer,320,320d Touring,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Renault,,57700.0,kilometer,Alpine a110,1600S,false,car,,,
Kombi,gray met.,,,,Zuzwil,,Bmw,,76500.0,kilometer,535,535i Touring,false,car,,,l_km_consumption
Coupé,red,,,,Zuzwil,,Porsche,,9650.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
SUV / Geländewagen,black,,,,Zuzwil,,Bmw,,66800.0,kilometer,X5,X5 4.4i,false,car,,,l_km_consumption
SUV / Geländewagen,black met.,,,,Zuzwil,,Mercedes-benz,,28100.0,kilometer,G 63 amg,G 63 AMG,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Bentley,,28000.0,kilometer,Continental,Continental FlyingSpur6.0,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Renault,,111990.0,kilometer,Alpine,Alpine A310 V6,false,car,,,
Coupé,silver,,,,Zuzwil,,Ferrari,,28900.0,kilometer,599,599 GTB HGTE,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Bmw,,23900.0,kilometer,M3,M3,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Mitsubishi,,120800.0,kilometer,Lancer,EVO V,false,car,,,
Coupé,blue met.,,,,Zuzwil,,Mercedes-benz,,111000.0,kilometer,S 600,S 600,false,car,,,
Cabriolet,blue met.,,,,Zuzwil,,Bmw,,49600.0,kilometer,M3,M3,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Mercedes-benz,,74400.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
SUV / Geländewagen,blue met.,,,,Zuzwil,,Land rover,,49700.0,kilometer,Range rover,Range Rover 4.6 HSE,false,car,,,l_km_consumption
Cabriolet,green met.,,,,Sursee,,Ferrari,,5000.0,kilometer,Dino,246 GTS,false,car,,,
Limousine,silver met.,,,,Zuzwil,,Vw,,33500.0,kilometer,Jetta,Jetta 2.0 TDI Comfort,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Bmw,,66800.0,kilometer,M6,M6,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Audi,,125000.0,kilometer,Quattro,quattro Turbo 20V,false,car,,,
Cabriolet,silver met.,,,,Zuzwil,,Audi,,5900.0,kilometer,R8,R8 GT Spyder 5.2,false,car,,,l_km_consumption
Kombi,silver met.,,,,Zuzwil,,Audi,,118800.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Ferrari,,19999.0,kilometer,F430,F430 Scuderia,false,car,,,l_km_consumption
Cabriolet,gray met.,,,,Zuzwil,,Mercedes-benz,,105300.0,kilometer,Sl 350,SL 350,false,car,,,l_km_consumption
Cabriolet,gray met.,,,,Zuzwil,,Porsche,,68900.0,kilometer,Boxster,Boxster S 3.4,false,car,,,l_km_consumption
Coupé,blue,,,,Zuzwil,,Lamborghini,,33000.0,kilometer,Murciélago,Murciélago LP640-4 Cpé,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Audi,,500.0,kilometer,R8,R8 Coupé 4.2,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Mercedes-benz,,39900.0,kilometer,E 63 amg,E 63 AMG Avantgarde,false,car,,,l_km_consumption
Coupé,white met.,,,,Zuzwil,,Ferrari,,36000.0,kilometer,456,456M GT,false,car,,,l_km_consumption
Coupé,bordeaux,,,,Zuzwil,,Mercedes-benz,,1.0,kilometer,,170V B Cabrio 136,false,car,,,
Coupé,red,,,,Zuzwil,,Ferrari,,4400.0,kilometer,F430,F430,false,car,,,l_km_consumption
Limousine,red met,,,,Zuzwil,,Toyota,,78000.0,kilometer,,1000 / Publica,false,car,,,
Cabriolet,black,,,,Zuzwil,,Audi,,37000.0,kilometer,R8,R8 Spyder 5.2,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Ferrari,,23100.0,kilometer,575m,575M,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Mercedes-benz,,86900.0,kilometer,E 55 amg,E 55 AMG Avantgarde,false,car,,,l_km_consumption
Coupé,silver,,,,Zuzwil,,Maserati,,38400.0,kilometer,Gransport,Coupé GranSport,false,car,,,l_km_consumption
Cabriolet,anthrazit met.,,,,Zuzwil,,Porsche,,89500.0,kilometer,911,911 Carrera,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Toyota,,101400.0,kilometer,Corolla,Corolla 1600 GTi TC16,false,car,,,
Limousine,green,,,,Zuzwil,,Audi,,63400.0,kilometer,A8,A8 4.2 quattro,false,car,,,l_km_consumption
Coupé,black,,,,Zuzwil,,Mercedes-benz,,41100.0,kilometer,Cl 600,CL 600,false,car,,,l_km_consumption
Coupé,black,,,,Zuzwil,,Bentley,,60000.0,kilometer,Continental,Continental R Coupé,false,car,,,
Coupé,black met.,,,,Zuzwil,,Porsche,,16300.0,kilometer,911,GTR (GT3),false,car,,,
Cabriolet,white,,,,Zuzwil,,Maserati,,78300.0,kilometer,Spyder gt,Spyder GT,false,car,,,l_km_consumption
Coupé,gray,,,,Zuzwil,,Mercedes-benz,,165.0,kilometer,Cl 500,CL 500,false,car,,,l_km_consumption
Cabriolet,gray met.,,,,Zuzwil,,Bmw,,1600.0,kilometer,M3,M3,false,car,,,l_km_consumption
SUV / Geländewagen,gray met.,,,,Zuzwil,,Land rover,,42000.0,kilometer,Range rover,Range Rover 4.6 HSE,false,car,,,l_km_consumption
Cabriolet,orange,,,,Zuzwil,,Mercedes-benz,,89100.0,kilometer,,SL 60,false,car,,,
Limousine,red,,,,Zuzwil,,Mercedes-benz,,4900.0,kilometer,S 63 amg,S 63 AMG,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Mercedes-benz,,19200.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Porrentruy,,Alfa romeo,,23900.0,kilometer,8c,null,false,car,,,
Coupé,silver met.,,,,Zuzwil,,Bmw,,10900.0,kilometer,Z4,Z4 M Coupé,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Audi,,108200.0,kilometer,Rs4,RS4 4.2 V8 quattro,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Porsche,,60800.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Cabriolet,silver met.,,,,Zuzwil,,Bmw,,32000.0,kilometer,M6,M6,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Bmw,,21700.0,kilometer,M5,M5,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Aston martin,,92500.0,kilometer,V8 vantage,V8 Vantage 4.3,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Lotus,,75100.0,kilometer,Elise,Elise,false,car,,,l_km_consumption
SUV / Geländewagen,black met.,,,,Zuzwil,,Bmw,,23800.0,kilometer,X5,X5 4.6is,false,car,,,l_km_consumption
Coupé,blue,,,,Zuzwil,,Toyota,,38700.0,kilometer,Celica,2000GT,false,car,,,
Cabriolet,white,,,,Zuzwil,,Mazda,,6900.0,kilometer,Mx-5,MX-5 1.8i 16V Confort,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Mercedes-benz,,91600.0,kilometer,500,500 SE,false,car,,,
SUV / Geländewagen,gray,,,,Zuzwil,,Porsche,,68700.0,kilometer,Cayenne,Cayenne Turbo,false,car,,,l_km_consumption
SUV / Geländewagen,gray met.,,,,Zuzwil,,Bmw,,113000.0,kilometer,X5,X5 4.4i,false,car,,,l_km_consumption
Kombi,red,,,,Zuzwil,,Audi,,89000.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Cabriolet,blue,,,,Zuzwil,,Mercedes-benz,,47700.0,kilometer,,SL 250 Pagode,false,car,,,
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,39800.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Mercedes-benz,,43000.0,kilometer,Cl 65 amg,CL 65 AMG,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Sursee,,Chevrolet,,10000.0,kilometer,Camaro,null,false,car,,,
Limousine,silver met.,,,,Zuzwil,,Vw,,87000.0,kilometer,Golf,Golf 2.0 TFSI GTI,false,car,,,l_km_consumption
Coupé,white,,,,Zuzwil,,Renault,,11200.0,kilometer,Alpine,A310 2700 VA,false,car,,,
Limousine,blue met.,,,,Zuzwil,,Honda,,111500.0,kilometer,Legend,Legend V6 3.5i,false,car,,,l_km_consumption
Coupé,blue met.,,,,Zuzwil,,Renault,,68900.0,kilometer,Alpine,Alpine A310 V6,false,car,,,
Coupé,black,,,,Zuzwil,,Aston martin,,28800.0,kilometer,V8 vantage,V8 Vantage 4.3,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Porsche,,35500.0,kilometer,Panamera,Panamera 4S 4.8,false,car,,,l_km_consumption
SUV / Geländewagen,gray met.,,,,Zuzwil,,Land rover,,54600.0,kilometer,Range rover,Range Rover 4.6 HSE,false,car,,,l_km_consumption
Coupé,anthrazit met.,,,,Zuzwil,,Porsche,,47600.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Porsche,,91000.0,kilometer,911,911 Carrera RS Clubsport/993 GT2,false,car,,,
Cabriolet,gray met.,,,,Zuzwil,,Lamborghini,,4900.0,kilometer,Gallardo,Gallardo LP560-4 Spyder,false,car,,,l_km_consumption
Cabriolet,gray met.,,,,Zuzwil,,Austin-healey,,9999.0,kilometer,,BT7 3000 Mk I,false,car,,,
Coupé,blue,,,,Porrentruy,,Lamborghini,,49500.0,kilometer,Diablo,Diablo 5.7,false,car,,,
Cabriolet,silver met.,,,,Zuzwil,,Renault,,8000.0,kilometer,Sport spider,Windschutzscheibe,false,car,,,
Cabriolet,silver met.,,,,Zuzwil,,Mercedes-benz,,83600.0,kilometer,Sl 320,SL 320,false,car,,,l_km_consumption
Cabriolet,red,,,,Zuzwil,,Ferrari,,67000.0,kilometer,F355,F355 Spider,false,car,,,l_km_consumption
SUV / Geländewagen,silver,,,,Zuzwil,,Vw,,104500.0,kilometer,Touareg,Touareg 5.0 TDI V10,false,car,,,l_km_consumption
Kleinwagen,gray,,,,Zuzwil,,Renault,,124500.0,kilometer,R5,R5 1400 Alpine Turbo,false,car,,,
Limousine,black,,,,Zuzwil,,Bmw,,94500.0,kilometer,760,760i L,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Mercedes-benz,,52000.0,kilometer,S 500,S 500,false,car,,,l_km_consumption
Coupé,anthrazit met.,,,,Zuzwil,,Ruf,,36000.0,kilometer,,RT 12,false,car,,,
Coupé,white,,,,Zuzwil,,Renault,,31800.0,kilometer,Alpine a110,1300 VC Gordini,false,car,,,
Coupé,green,,,,Zuzwil,,Audi,,61300.0,kilometer,R8,R8 Coupé 4.2,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Audi,,19900.0,kilometer,A8,A8 3.7,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Lancia,,131000.0,kilometer,Delta,Delta HF Integrale Evo 4V,false,car,,,
Limousine,silver met.,,,,Zuzwil,,Bmw,,86300.0,kilometer,328,328i,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Ferrari,,16500.0,kilometer,Mondial,Mondial 3.4 T,false,car,,,
Kombi,white,,,,Zuzwil,,Audi,,120000.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Limousine,white,,,,Zuzwil,,Audi,,143700.0,kilometer,A8,A8 4.2 quattro,false,car,,,l_km_consumption
Limousine,white,,,,Zuzwil,,Bmw,,34400.0,kilometer,728,728i,false,car,,,l_km_consumption
Coupé,white met.,,,,Porrentruy,,Lamborghini,,5900.0,kilometer,,Reventon Coupé,false,car,,,
Kombi,anthrazit,,,,Zuzwil,,Audi,,25400.0,kilometer,Rs6,RS6 Avant 5.0 V10 quattro,false,car,,,l_km_consumption
Coupé,gray met.,,,,Zuzwil,,Porsche,,135800.0,kilometer,911,911 Carrera,false,car,,,l_km_consumption
Limousine,green,,,,Zuzwil,,Bmw,,195800.0,kilometer,M3,M3,false,car,,,
Cabriolet,green met.,,,,Zuzwil,,Aston martin,,71300.0,kilometer,Dbs,DBS Volante,false,car,,,l_km_consumption
Cabriolet,green met.,,,,Zuzwil,,Bmw,,140000.0,kilometer,323,323Ci,false,car,,,l_km_consumption
Coupé,black,,,,Zuzwil,,Alfa romeo,,18400.0,kilometer,Gtv,2000 Bertone,false,car,,,
Kleinwagen,black,,,,Zuzwil,,Seat,,132200.0,kilometer,Ibiza,Ibiza 1.9 TDI FR,false,car,,,l_km_consumption
Cabriolet,black,,,,Zuzwil,,Jaguar,,49200.0,kilometer,E,E-Type III,false,car,,,
Coupé,black met.,,,,Zuzwil,,Ferrari,,36000.0,kilometer,612,612,false,car,,,l_km_consumption
Coupé,silver,,,,Zuzwil,,Chevrolet,,4000.0,kilometer,Corvette,Corvette ZR1,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Mercedes-benz,,96500.0,kilometer,S 55 amg,S 55 AMG,false,car,,,l_km_consumption
Coupé,red,,,,Zuzwil,,Ferrari,,28000.0,kilometer,575m,575M,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,56500.0,kilometer,Sl 500,SL 500,false,car,,,
Coupé,black met.,,,,Zuzwil,,Ferrari,,26200.0,kilometer,F360,F360 Modena Berlinetta,false,car,,,l_km_consumption
SUV / Geländewagen,black met.,,,,Zuzwil,,Land rover,,46500.0,kilometer,Range rover,Range Rover 4.6 HSE,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Porsche,,77600.0,kilometer,911,911 Carrera,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Audi,,26700.0,kilometer,A8,A8 4.2 quattro,false,car,,,l_km_consumption
Coupé,white,,,,Zuzwil,,Porsche,,73500.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Cabriolet,black,,,,Zuzwil,,Mercedes-benz,,55300.0,kilometer,Sl 500,SL 500,false,car,,,
Coupé,black met.,,,,Zuzwil,,Mercedes-benz,,35800.0,kilometer,Cl 63 amg,CL 63 AMG FAB DESIGN,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,500.0,kilometer,,CLK DTM AMG Cabriolet,false,car,,,
Cabriolet,silver met.,,,,Zuzwil,,Mercedes-benz,,33000.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
Limousine,white,,,,Zuzwil,,Jaguar,,99900.0,kilometer,Xj,XJR 4.0 Supercharged,false,car,,,l_km_consumption
Limousine,blue met.,,,,Zuzwil,,Mercedes-benz,,145100.0,kilometer,C 320,C 320 Elégance,false,car,,,l_km_consumption
Cabriolet,gray,,,,Zuzwil,,Mazda,,67200.0,kilometer,Rx-7,RX-7 2.6 Turbo II,false,car,,,
Cabriolet,anthrazit met.,,,,Zuzwil,,Mercedes-benz,,48300.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
Cabriolet,black,,,,Zuzwil,,Lamborghini,,90.0,kilometer,Aventador,Aventador LP700-4 Rds,false,car,,,l_km_consumption
Cabriolet,blue,,,,Zuzwil,,Mercedes-benz,,59300.0,kilometer,Sl 55 amg,SL 55 AMG,false,car,,,l_km_consumption
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,31200.0,kilometer,Sl 55 amg,SL 55 AMG,false,car,,,l_km_consumption
Limousine,green,,,,Zuzwil,,Bmw,,176000.0,kilometer,323,323i,false,car,,,l_km_consumption
Limousine,green met.,,,,Zuzwil,,Mercedes-benz,,72000.0,kilometer,,E 60 Carlsson,false,car,,,
Limousine,silver met.,,,,Zuzwil,,Vw,,31300.0,kilometer,Phaeton,Phaeton 6.0 W12 4Motion,false,car,,,l_km_consumption
Limousine,white,,,,Zuzwil,,Rolls-royce,,54000.0,kilometer,Phantom,Phantom 6.7 V12,false,car,,,l_km_consumption
Coupé,gray,,,,Zuzwil,,Ruf,,20900.0,kilometer,,CTR 2 Sport,false,car,,,
Kombi,gray met.,,,,Zuzwil,,Audi,,100200.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Limousine,gray met.,,,,Zuzwil,,Mercedes-benz,,206000.0,kilometer,E 500,E 500 Limited,false,car,,,
Cabriolet,red,,,,Zuzwil,,Dodge,,18600.0,kilometer,Viper,RT/10,false,car,,,
Kombi,red,,,,Zuzwil,,Chrysler,,47100.0,kilometer,300c,300C T 5.7 HEMI V8,false,car,,,l_km_consumption
Limousine,black,,,,Zuzwil,,Audi,,49300.0,kilometer,S8,S8 4.2 quattro,false,car,,,l_km_consumption
SUV / Geländewagen,black met.,,,,Zuzwil,,Porsche,,16500.0,kilometer,Cayenne,Cayenne Turbo,false,car,,,l_km_consumption
Limousine,black met.,,,,Zuzwil,,Mercedes-benz,,74500.0,kilometer,S 500,S 500 L,false,car,,,l_km_consumption
Kombi,silver met.,,,,Zuzwil,,Audi,,144100.0,kilometer,Rs6,RS6 Avant quattro,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Porsche,,68100.0,kilometer,911,911 Carrera 4 S,false,car,,,l_km_consumption
Cabriolet,bordeaux,,,,Zuzwil,,Mercedes-benz,,23000.0,kilometer,Sl 600,SL 600,false,car,,,l_km_consumption
Coupé,black met.,,,,Porrentruy,,Lamborghini,,45700.0,kilometer,Diablo,Diablo 5.7 SV,false,car,,,l_km_consumption
Coupé,black met.,,,,Zuzwil,,Porsche,,80000.0,kilometer,911,911 Turbo,false,car,,,l_km_consumption
Coupé,silver met.,,,,Zuzwil,,Renault,,42940.0,kilometer,Alpine,1600 VF,false,car,,,
Limousine,white,,,,Zuzwil,,Bentley,,34900.0,kilometer,Arnage,Arnage Green Label,false,car,,,l_km_consumption
Cabriolet,blue met.,,,,Zuzwil,,Bmw,,27700.0,kilometer,Z1,null,false,car,,,
Coupé,anthrazit met.,,,,Zuzwil,,Mercedes-benz,,34500.0,kilometer,Slr,730PS,false,car,,,
Coupé,black met.,,,,Zuzwil,,Renault,,85000.0,kilometer,Alpine a110,1300,false,car,,,
Cabriolet,black met.,,,,Zuzwil,,Mercedes-benz,,47900.0,kilometer,Sl 500,SL 500,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Bmw-alpina,,157000.0,kilometer,5 series,B7 (E28),false,car,,,
Limousine,blue met.,,,,Zuzwil,,Bentley,,29000.0,kilometer,Continental,Continental FlyingSpur6.0,false,car,,,l_km_consumption
Limousine,silver met.,,,,Zuzwil,,Mercedes-benz,,56100.0,kilometer,E 320,E 320 Elégance,false,car,,,l_km_consumption
